index,date,cust,prod,demand,sales
4307,2019-01-10,水戸市,H,19,19
4308,2019-01-10,水戸市,I,0,0
4309,2019-01-10,水戸市,J,25,25
4310,2019-01-10,宇都宮市,A,11,11
4311,2019-01-10,宇都宮市,B,10,10
4312,2019-01-10,宇都宮市,C,2,2
4313,2019-01-10,宇都宮市,D,0,0
4314,2019-01-10,宇都宮市,E,46,46
4315,2019-01-10,宇都宮市,F,6,6
4316,2019-01-10,宇都宮市,G,10,10
4317,2019-01-10,宇都宮市,H,25,25
4318,2019-01-10,宇都宮市,I,0,0
4319,2019-01-10,宇都宮市,J,32,32
4320,2019-01-10,前橋市,A,18,18
4321,2019-01-10,前橋市,B,17,17
4322,2019-01-10,前橋市,C,7,7
4323,2019-01-10,前橋市,D,1,1
4324,2019-01-10,前橋市,E,75,75
4325,2019-01-10,前橋市,F,10,10
4326,2019-01-10,前橋市,G,17,17
4327,2019-01-10,前橋市,H,40,40
4328,2019-01-10,前橋市,I,3,3
4329,2019-01-10,前橋市,J,53,53
4330,2019-01-10,さいたま市,A,11,11
4331,2019-01-10,さいたま市,B,10,10
4332,2019-01-10,さいたま市,C,3,3
4333,2019-01-10,さいたま市,D,1,1
4334,2019-01-10,さいたま市,E,51,51
4335,2019-01-10,さいたま市,F,6,6
4336,2019-01-10,さいたま市,G,8,8
4337,2019-01-10,さいたま市,H,26,26
4338,2019-01-10,さいたま市,I,0,0
4339,2019-01-10,さいたま市,J,34,34
4340,2019-01-10,千葉市,A,29,29
4341,2019-01-10,千葉市,B,28,28
4342,2019-01-10,千葉市,C,10,10
4343,2019-01-10,千葉市,D,1,1
4344,2019-01-10,千葉市,E,131,131
4345,2019-01-10,千葉市,F,19,19
4346,2019-01-10,千葉市,G,26,26
4347,2019-01-10,千葉市,H,66,66
4348,2019-01-10,千葉市,I,4,4
4349,2019-01-10,千葉市,J,89,89
4350,2019-01-10,新宿区,A,4,4
4351,2019-01-10,新宿区,B,3,3
4352,2019-01-10,新宿区,C,1,1
4353,2019-01-10,新宿区,D,0,0
4354,2019-01-10,新宿区,E,19,19
4355,2019-01-10,新宿区,F,3,3
4356,2019-01-10,新宿区,G,2,2
4357,2019-01-10,新宿区,H,10,10
4358,2019-01-10,新宿区,I,1,1
4359,2019-01-10,新宿区,J,13,13
4360,2019-01-10,横浜市,A,75,75
4361,2019-01-10,横浜市,B,76,76
4362,2019-01-10,横浜市,C,28,28
4363,2019-01-10,横浜市,D,4,4
4364,2019-01-10,横浜市,E,329,329
4365,2019-01-10,横浜市,F,53,53
4366,2019-01-10,横浜市,G,66,66
4367,2019-01-10,横浜市,H,167,167
4368,2019-01-10,横浜市,I,10,10
4369,2019-01-10,横浜市,J,225,225
4370,2019-01-10,新潟市,A,1,1
4371,2019-01-10,新潟市,B,1,1
4372,2019-01-10,新潟市,C,0,0
4373,2019-01-10,新潟市,D,0,0
4374,2019-01-10,新潟市,E,2,2
4375,2019-01-10,新潟市,F,0,0
4376,2019-01-10,新潟市,G,0,0
4377,2019-01-10,新潟市,H,0,0
4378,2019-01-10,新潟市,I,2,2
4379,2019-01-10,新潟市,J,1,1
4380,2019-01-10,富山市,A,26,26
4381,2019-01-10,富山市,B,28,28
4382,2019-01-10,富山市,C,11,11
4383,2019-01-10,富山市,D,0,0
4384,2019-01-10,富山市,E,123,123
4385,2019-01-10,富山市,F,19,19
4386,2019-01-10,富山市,G,24,24
4387,2019-01-10,富山市,H,63,63
4388,2019-01-10,富山市,I,2,2
4389,2019-01-10,富山市,J,85,85
4390,2019-01-10,金沢市,A,10,10
4391,2019-01-10,金沢市,B,9,9
4392,2019-01-10,金沢市,C,4,4
4393,2019-01-10,金沢市,D,0,0
4394,2019-01-10,金沢市,E,51,51
4395,2019-01-10,金沢市,F,8,8
4396,2019-01-10,金沢市,G,11,11
4397,2019-01-10,金沢市,H,24,24
4398,2019-01-10,金沢市,I,2,2
4399,2019-01-10,金沢市,J,33,33
4400,2019-01-10,福井市,A,20,20
4401,2019-01-10,福井市,B,19,19
4402,2019-01-10,福井市,C,5,5
4403,2019-01-10,福井市,D,0,0
4404,2019-01-10,福井市,E,81,81
4405,2019-01-10,福井市,F,14,14
4406,2019-01-10,福井市,G,18,18
4407,2019-01-10,福井市,H,41,41
4408,2019-01-10,福井市,I,2,2
4409,2019-01-10,福井市,J,53,53
4410,2019-01-10,甲府市,A,3,3
4411,2019-01-10,甲府市,B,3,3
4412,2019-01-10,甲府市,C,0,0
4413,2019-01-10,甲府市,D,0,0
4414,2019-01-10,甲府市,E,12,12
4415,2019-01-10,甲府市,F,0,0
4416,2019-01-10,甲府市,G,2,2
4417,2019-01-10,甲府市,H,6,6
4418,2019-01-10,甲府市,I,1,1
4419,2019-01-10,甲府市,J,8,8
4420,2019-01-10,長野市,A,4,4
4421,2019-01-10,長野市,B,4,4
4422,2019-01-10,長野市,C,2,2
4423,2019-01-10,長野市,D,0,0
4424,2019-01-10,長野市,E,19,19
4425,2019-01-10,長野市,F,3,3
4426,2019-01-10,長野市,G,3,3
4427,2019-01-10,長野市,H,10,10
4428,2019-01-10,長野市,I,0,0
4429,2019-01-10,長野市,J,12,12
4430,2019-01-10,岐阜市,A,48,48
4431,2019-01-10,岐阜市,B,47,47
4432,2019-01-10,岐阜市,C,21,21
4433,2019-01-10,岐阜市,D,0,0
4434,2019-01-10,岐阜市,E,212,212
4435,2019-01-10,岐阜市,F,33,33
4436,2019-01-10,岐阜市,G,43,43
4437,2019-01-10,岐阜市,H,107,107
4438,2019-01-10,岐阜市,I,8,8
4439,2019-01-10,岐阜市,J,144,144
4440,2019-01-10,静岡市,A,208,208
4441,2019-01-10,静岡市,B,202,202
4442,2019-01-10,静岡市,C,77,77
4443,2019-01-10,静岡市,D,10,10
4444,2019-01-10,静岡市,E,888,888
4445,2019-01-10,静岡市,F,138,138
4446,2019-01-10,静岡市,G,183,183
4447,2019-01-10,静岡市,H,451,451
4448,2019-01-10,静岡市,I,30,30
4449,2019-01-10,静岡市,J,604,604
4450,2019-01-10,名古屋市,A,8,8
4451,2019-01-10,名古屋市,B,6,6
4452,2019-01-10,名古屋市,C,3,3
4453,2019-01-10,名古屋市,D,0,0
4454,2019-01-10,名古屋市,E,34,34
4455,2019-01-10,名古屋市,F,4,4
4456,2019-01-10,名古屋市,G,8,8
4457,2019-01-10,名古屋市,H,15,15
4458,2019-01-10,名古屋市,I,0,0
4459,2019-01-10,名古屋市,J,23,23
4460,2019-01-10,津市,A,33,33
4461,2019-01-10,津市,B,30,30
4462,2019-01-10,津市,C,11,11
4463,2019-01-10,津市,D,1,1
4464,2019-01-10,津市,E,132,132
4465,2019-01-10,津市,F,19,19
4466,2019-01-10,津市,G,30,30
4467,2019-01-10,津市,H,67,67
4468,2019-01-10,津市,I,4,4
4469,2019-01-10,津市,J,92,92
4470,2019-01-10,大津市,A,76,76
4471,2019-01-10,大津市,B,74,74
4472,2019-01-10,大津市,C,28,28
4473,2019-01-10,大津市,D,5,5
4474,2019-01-10,大津市,E,327,327
4475,2019-01-10,大津市,F,50,50
4476,2019-01-10,大津市,G,65,65
4477,2019-01-10,大津市,H,163,163
4478,2019-01-10,大津市,I,10,10
4479,2019-01-10,大津市,J,222,222
4480,2019-01-10,京都市,A,87,87
4481,2019-01-10,京都市,B,84,84
4482,2019-01-10,京都市,C,33,33
4483,2019-01-10,京都市,D,4,4
4484,2019-01-10,京都市,E,370,370
4485,2019-01-10,京都市,F,58,58
4486,2019-01-10,京都市,G,76,76
4487,2019-01-10,京都市,H,188,188
4488,2019-01-10,京都市,I,11,11
4489,2019-01-10,京都市,J,252,252
4490,2019-01-10,大阪市,A,0,0
4491,2019-01-10,大阪市,B,2,2
4492,2019-01-10,大阪市,C,0,0
4493,2019-01-10,大阪市,D,0,0
4494,2019-01-10,大阪市,E,9,9
4495,2019-01-10,大阪市,F,0,0
4496,2019-01-10,大阪市,G,2,2
4497,2019-01-10,大阪市,H,2,2
4498,2019-01-10,大阪市,I,0,0
4499,2019-01-10,大阪市,J,6,6
4500,2019-01-10,神戸市,A,0,0
4501,2019-01-10,神戸市,B,0,0
4502,2019-01-10,神戸市,C,1,1
4503,2019-01-10,神戸市,D,0,0
4504,2019-01-10,神戸市,E,3,3
4505,2019-01-10,神戸市,F,0,0
4506,2019-01-10,神戸市,G,0,0
4507,2019-01-10,神戸市,H,1,1
4508,2019-01-10,神戸市,I,0,0
4509,2019-01-10,神戸市,J,2,2
4510,2019-01-10,奈良市,A,3,3
4511,2019-01-10,奈良市,B,4,4
4512,2019-01-10,奈良市,C,1,1
4513,2019-01-10,奈良市,D,0,0
4514,2019-01-10,奈良市,E,16,16
4515,2019-01-10,奈良市,F,2,2
4516,2019-01-10,奈良市,G,3,3
4517,2019-01-10,奈良市,H,6,6
4518,2019-01-10,奈良市,I,0,0
4519,2019-01-10,奈良市,J,8,8
4520,2019-01-10,和歌山市,A,75,75
4521,2019-01-10,和歌山市,B,75,75
4522,2019-01-10,和歌山市,C,29,29
4523,2019-01-10,和歌山市,D,4,4
4524,2019-01-10,和歌山市,E,329,329
4525,2019-01-10,和歌山市,F,49,49
4526,2019-01-10,和歌山市,G,68,68
4527,2019-01-10,和歌山市,H,168,168
4528,2019-01-10,和歌山市,I,10,10
4529,2019-01-10,和歌山市,J,224,224
4530,2019-01-10,鳥取市,A,0,0
4531,2019-01-10,鳥取市,B,0,0
4532,2019-01-10,鳥取市,C,0,0
4533,2019-01-10,鳥取市,D,0,0
4534,2019-01-10,鳥取市,E,9,9
4535,2019-01-10,鳥取市,F,1,1
4536,2019-01-10,鳥取市,G,1,1
4537,2019-01-10,鳥取市,H,4,4
4538,2019-01-10,鳥取市,I,0,0
4539,2019-01-10,鳥取市,J,4,4
4540,2019-01-10,松江市,A,11,11
4541,2019-01-10,松江市,B,12,12
4542,2019-01-10,松江市,C,5,5
4543,2019-01-10,松江市,D,0,0
4544,2019-01-10,松江市,E,51,51
4545,2019-01-10,松江市,F,7,7
4546,2019-01-10,松江市,G,10,10
4547,2019-01-10,松江市,H,26,26
4548,2019-01-10,松江市,I,1,1
4549,2019-01-10,松江市,J,34,34
4550,2019-01-10,岡山市,A,171,171
4551,2019-01-10,岡山市,B,167,167
4552,2019-01-10,岡山市,C,64,64
4553,2019-01-10,岡山市,D,8,8
4554,2019-01-10,岡山市,E,731,731
4555,2019-01-10,岡山市,F,114,114
4556,2019-01-10,岡山市,G,147,147
4557,2019-01-10,岡山市,H,370,370
4558,2019-01-10,岡山市,I,23,23
4559,2019-01-10,岡山市,J,498,498
4560,2019-01-10,広島市,A,17,17
4561,2019-01-10,広島市,B,17,17
4562,2019-01-10,広島市,C,6,6
4563,2019-01-10,広島市,D,0,0
4564,2019-01-10,広島市,E,75,75
4565,2019-01-10,広島市,F,10,10
4566,2019-01-10,広島市,G,15,15
4567,2019-01-10,広島市,H,39,39
4568,2019-01-10,広島市,I,3,3
4569,2019-01-10,広島市,J,52,52
4570,2019-01-10,山口市,A,32,32
4571,2019-01-10,山口市,B,30,30
4572,2019-01-10,山口市,C,9,9
4573,2019-01-10,山口市,D,0,0
4574,2019-01-10,山口市,E,133,133
4575,2019-01-10,山口市,F,21,21
4576,2019-01-10,山口市,G,28,28
4577,2019-01-10,山口市,H,68,68
4578,2019-01-10,山口市,I,5,5
4579,2019-01-10,山口市,J,91,91
4580,2019-01-10,徳島市,A,7,7
4581,2019-01-10,徳島市,B,7,7
4582,2019-01-10,徳島市,C,2,2
4583,2019-01-10,徳島市,D,0,0
4584,2019-01-10,徳島市,E,31,31
4585,2019-01-10,徳島市,F,5,5
4586,2019-01-10,徳島市,G,7,7
4587,2019-01-10,徳島市,H,15,15
4588,2019-01-10,徳島市,I,1,1
4589,2019-01-10,徳島市,J,23,23
4590,2019-01-10,高松市,A,31,31
4591,2019-01-10,高松市,B,30,30
4592,2019-01-10,高松市,C,11,11
4593,2019-01-10,高松市,D,2,2
4594,2019-01-10,高松市,E,132,132
4595,2019-01-10,高松市,F,21,21
4596,2019-01-10,高松市,G,26,26
4597,2019-01-10,高松市,H,67,67
4598,2019-01-10,高松市,I,4,4
4599,2019-01-10,高松市,J,89,89
4600,2019-01-10,松山市,A,58,58
4601,2019-01-10,松山市,B,58,58
4602,2019-01-10,松山市,C,21,21
4603,2019-01-10,松山市,D,3,3
4604,2019-01-10,松山市,E,251,251
4605,2019-01-10,松山市,F,39,39
4606,2019-01-10,松山市,G,52,52
4607,2019-01-10,松山市,H,128,128
4608,2019-01-10,松山市,I,9,9
4609,2019-01-10,松山市,J,172,172
4610,2019-01-10,高知市,A,0,0
4611,2019-01-10,高知市,B,0,0
4612,2019-01-10,高知市,C,0,0
4613,2019-01-10,高知市,D,0,0
4614,2019-01-10,高知市,E,0,0
4615,2019-01-10,高知市,F,1,1
4616,2019-01-10,高知市,G,1,1
4617,2019-01-10,高知市,H,0,0
4618,2019-01-10,高知市,I,0,0
4619,2019-01-10,高知市,J,0,0
4620,2019-01-10,福岡市,A,40,40
4621,2019-01-10,福岡市,B,38,38
4622,2019-01-10,福岡市,C,16,16
4623,2019-01-10,福岡市,D,1,1
4624,2019-01-10,福岡市,E,168,168
4625,2019-01-10,福岡市,F,26,26
4626,2019-01-10,福岡市,G,34,34
4627,2019-01-10,福岡市,H,87,87
4628,2019-01-10,福岡市,I,5,5
4629,2019-01-10,福岡市,J,114,114
4630,2019-01-10,佐賀市,A,413,413
4631,2019-01-10,佐賀市,B,402,402
4632,2019-01-10,佐賀市,C,155,155
4633,2019-01-10,佐賀市,D,20,20
4634,2019-01-10,佐賀市,E,1760,1760
4635,2019-01-10,佐賀市,F,271,271
4636,2019-01-10,佐賀市,G,360,360
4637,2019-01-10,佐賀市,H,894,894
4638,2019-01-10,佐賀市,I,60,60
4639,2019-01-10,佐賀市,J,1197,1197
4640,2019-01-10,長崎市,A,39,39
4641,2019-01-10,長崎市,B,36,36
4642,2019-01-10,長崎市,C,15,15
4643,2019-01-10,長崎市,D,1,1
4644,2019-01-10,長崎市,E,166,166
4645,2019-01-10,長崎市,F,26,26
4646,2019-01-10,長崎市,G,34,34
4647,2019-01-10,長崎市,H,84,84
4648,2019-01-10,長崎市,I,5,5
4649,2019-01-10,長崎市,J,114,114
4650,2019-01-10,熊本市,A,6,6
4651,2019-01-10,熊本市,B,7,7
4652,2019-01-10,熊本市,C,1,1
4653,2019-01-10,熊本市,D,2,2
4654,2019-01-10,熊本市,E,30,30
4655,2019-01-10,熊本市,F,4,4
4656,2019-01-10,熊本市,G,3,3
4657,2019-01-10,熊本市,H,15,15
4658,2019-01-10,熊本市,I,0,0
4659,2019-01-10,熊本市,J,20,20
4660,2019-01-10,大分市,A,47,47
4661,2019-01-10,大分市,B,45,45
4662,2019-01-10,大分市,C,17,17
4663,2019-01-10,大分市,D,0,0
4664,2019-01-10,大分市,E,200,200
4665,2019-01-10,大分市,F,32,32
4666,2019-01-10,大分市,G,43,43
4667,2019-01-10,大分市,H,103,103
4668,2019-01-10,大分市,I,5,5
4669,2019-01-10,大分市,J,137,137
4670,2019-01-10,宮崎市,A,2,2
4671,2019-01-10,宮崎市,B,1,1
4672,2019-01-10,宮崎市,C,0,0
4673,2019-01-10,宮崎市,D,0,0
4674,2019-01-10,宮崎市,E,8,8
4675,2019-01-10,宮崎市,F,1,1
4676,2019-01-10,宮崎市,G,0,0
4677,2019-01-10,宮崎市,H,4,4
4678,2019-01-10,宮崎市,I,0,0
4679,2019-01-10,宮崎市,J,8,8
4680,2019-01-10,鹿児島市,A,14,14
4681,2019-01-10,鹿児島市,B,11,11
4682,2019-01-10,鹿児島市,C,3,3
4683,2019-01-10,鹿児島市,D,0,0
4684,2019-01-10,鹿児島市,E,56,56
4685,2019-01-10,鹿児島市,F,9,9
4686,2019-01-10,鹿児島市,G,10,10
4687,2019-01-10,鹿児島市,H,28,28
4688,2019-01-10,鹿児島市,I,1,1
4689,2019-01-10,鹿児島市,J,38,38
4690,2019-01-10,那覇市,A,97,97
4691,2019-01-10,那覇市,B,93,93
4692,2019-01-10,那覇市,C,36,36
4693,2019-01-10,那覇市,D,4,4
4694,2019-01-10,那覇市,E,414,414
4695,2019-01-10,那覇市,F,64,64
4696,2019-01-10,那覇市,G,82,82
4697,2019-01-10,那覇市,H,210,210
4698,2019-01-10,那覇市,I,12,12
4699,2019-01-10,那覇市,J,284,284
4700,2019-01-11,札幌市,A,9,9
4701,2019-01-11,札幌市,B,8,8
4702,2019-01-11,札幌市,C,2,2
4703,2019-01-11,札幌市,D,1,1
4704,2019-01-11,札幌市,E,33,33
4705,2019-01-11,札幌市,F,3,3
4706,2019-01-11,札幌市,G,8,8
4707,2019-01-11,札幌市,H,17,17
4708,2019-01-11,札幌市,I,0,0
4709,2019-01-11,札幌市,J,23,23
4710,2019-01-11,青森市,A,25,25
4711,2019-01-11,青森市,B,24,24
4712,2019-01-11,青森市,C,9,9
4713,2019-01-11,青森市,D,0,0
4714,2019-01-11,青森市,E,104,104
4715,2019-01-11,青森市,F,17,17
4716,2019-01-11,青森市,G,21,21
4717,2019-01-11,青森市,H,52,52
4718,2019-01-11,青森市,I,3,3
4719,2019-01-11,青森市,J,71,71
4720,2019-01-11,盛岡市,A,0,0
4721,2019-01-11,盛岡市,B,0,0
4722,2019-01-11,盛岡市,C,0,0
4723,2019-01-11,盛岡市,D,1,1
4724,2019-01-11,盛岡市,E,2,2
4725,2019-01-11,盛岡市,F,0,0
4726,2019-01-11,盛岡市,G,0,0
4727,2019-01-11,盛岡市,H,0,0
4728,2019-01-11,盛岡市,I,0,0
4729,2019-01-11,盛岡市,J,0,0
4730,2019-01-11,仙台市,A,4,4
4731,2019-01-11,仙台市,B,4,4
4732,2019-01-11,仙台市,C,3,3
4733,2019-01-11,仙台市,D,0,0
4734,2019-01-11,仙台市,E,21,21
4735,2019-01-11,仙台市,F,3,3
4736,2019-01-11,仙台市,G,3,3
4737,2019-01-11,仙台市,H,12,12
4738,2019-01-11,仙台市,I,2,2
4739,2019-01-11,仙台市,J,16,16
4740,2019-01-11,秋田市,A,1,1
4741,2019-01-11,秋田市,B,2,2
4742,2019-01-11,秋田市,C,0,0
4743,2019-01-11,秋田市,D,0,0
4744,2019-01-11,秋田市,E,10,10
4745,2019-01-11,秋田市,F,1,1
4746,2019-01-11,秋田市,G,1,1
4747,2019-01-11,秋田市,H,3,3
4748,2019-01-11,秋田市,I,0,0
4749,2019-01-11,秋田市,J,7,7
4750,2019-01-11,山形市,A,0,0
4751,2019-01-11,山形市,B,1,1
4752,2019-01-11,山形市,C,2,2
4753,2019-01-11,山形市,D,0,0
4754,2019-01-11,山形市,E,3,3
4755,2019-01-11,山形市,F,0,0
4756,2019-01-11,山形市,G,0,0
4757,2019-01-11,山形市,H,2,2
4758,2019-01-11,山形市,I,1,1
4759,2019-01-11,山形市,J,3,3
4760,2019-01-11,福島市,A,2,2
4761,2019-01-11,福島市,B,2,2
4762,2019-01-11,福島市,C,1,1
4763,2019-01-11,福島市,D,0,0
4764,2019-01-11,福島市,E,12,12
4765,2019-01-11,福島市,F,2,2
4766,2019-01-11,福島市,G,0,0
4767,2019-01-11,福島市,H,5,5
4768,2019-01-11,福島市,I,0,0
4769,2019-01-11,福島市,J,7,7
4770,2019-01-11,水戸市,A,4,4
4771,2019-01-11,水戸市,B,8,8
4772,2019-01-11,水戸市,C,2,2
4773,2019-01-11,水戸市,D,0,0
4774,2019-01-11,水戸市,E,28,28
4775,2019-01-11,水戸市,F,3,3
4776,2019-01-11,水戸市,G,5,5
4777,2019-01-11,水戸市,H,15,15
4778,2019-01-11,水戸市,I,0,0
4779,2019-01-11,水戸市,J,16,16
4780,2019-01-11,宇都宮市,A,8,8
4781,2019-01-11,宇都宮市,B,6,6
4782,2019-01-11,宇都宮市,C,3,3
4783,2019-01-11,宇都宮市,D,0,0
4784,2019-01-11,宇都宮市,E,30,30
4785,2019-01-11,宇都宮市,F,6,6
4786,2019-01-11,宇都宮市,G,7,7
4787,2019-01-11,宇都宮市,H,17,17
4788,2019-01-11,宇都宮市,I,1,1
4789,2019-01-11,宇都宮市,J,21,21
4790,2019-01-11,前橋市,A,13,13
4791,2019-01-11,前橋市,B,11,11
4792,2019-01-11,前橋市,C,3,3
4793,2019-01-11,前橋市,D,0,0
4794,2019-01-11,前橋市,E,53,53
4795,2019-01-11,前橋市,F,7,7
4796,2019-01-11,前橋市,G,10,10
4797,2019-01-11,前橋市,H,27,27
4798,2019-01-11,前橋市,I,1,1
4799,2019-01-11,前橋市,J,36,36
4800,2019-01-11,さいたま市,A,8,8
4801,2019-01-11,さいたま市,B,7,7
4802,2019-01-11,さいたま市,C,2,2
4803,2019-01-11,さいたま市,D,0,0
4804,2019-01-11,さいたま市,E,35,35
4805,2019-01-11,さいたま市,F,6,6
4806,2019-01-11,さいたま市,G,5,5
4807,2019-01-11,さいたま市,H,18,18
4808,2019-01-11,さいたま市,I,2,2
4809,2019-01-11,さいたま市,J,23,23
4810,2019-01-11,千葉市,A,21,21
4811,2019-01-11,千葉市,B,19,19
4812,2019-01-11,千葉市,C,9,9
4813,2019-01-11,千葉市,D,0,0
4814,2019-01-11,千葉市,E,91,91
4815,2019-01-11,千葉市,F,13,13
4816,2019-01-11,千葉市,G,19,19
4817,2019-01-11,千葉市,H,46,46
4818,2019-01-11,千葉市,I,3,3
4819,2019-01-11,千葉市,J,63,63
4820,2019-01-11,新宿区,A,2,2
4821,2019-01-11,新宿区,B,3,3
4822,2019-01-11,新宿区,C,1,1
4823,2019-01-11,新宿区,D,0,0
4824,2019-01-11,新宿区,E,14,14
4825,2019-01-11,新宿区,F,2,2
4826,2019-01-11,新宿区,G,2,2
4827,2019-01-11,新宿区,H,6,6
4828,2019-01-11,新宿区,I,1,1
4829,2019-01-11,新宿区,J,8,8
4830,2019-01-11,横浜市,A,52,52
4831,2019-01-11,横浜市,B,51,51
4832,2019-01-11,横浜市,C,21,21
4833,2019-01-11,横浜市,D,3,3
4834,2019-01-11,横浜市,E,226,226
4835,2019-01-11,横浜市,F,34,34
4836,2019-01-11,横浜市,G,45,45
4837,2019-01-11,横浜市,H,117,117
4838,2019-01-11,横浜市,I,6,6
4839,2019-01-11,横浜市,J,156,156
4840,2019-01-11,新潟市,A,1,1
4841,2019-01-11,新潟市,B,0,0
4842,2019-01-11,新潟市,C,0,0
4843,2019-01-11,新潟市,D,0,0
4844,2019-01-11,新潟市,E,1,1
4845,2019-01-11,新潟市,F,0,0
4846,2019-01-11,新潟市,G,0,0
4847,2019-01-11,新潟市,H,2,2
4848,2019-01-11,新潟市,I,0,0
4849,2019-01-11,新潟市,J,2,2
4850,2019-01-11,富山市,A,20,20
4851,2019-01-11,富山市,B,18,18
4852,2019-01-11,富山市,C,8,8
4853,2019-01-11,富山市,D,0,0
4854,2019-01-11,富山市,E,84,84
4855,2019-01-11,富山市,F,13,13
4856,2019-01-11,富山市,G,18,18
4857,2019-01-11,富山市,H,45,45
4858,2019-01-11,富山市,I,3,3
4859,2019-01-11,富山市,J,57,57
4860,2019-01-11,金沢市,A,8,8
4861,2019-01-11,金沢市,B,8,8
4862,2019-01-11,金沢市,C,2,2
4863,2019-01-11,金沢市,D,1,1
4864,2019-01-11,金沢市,E,36,36
4865,2019-01-11,金沢市,F,4,4
4866,2019-01-11,金沢市,G,8,8
4867,2019-01-11,金沢市,H,19,19
4868,2019-01-11,金沢市,I,3,3
4869,2019-01-11,金沢市,J,23,23
4870,2019-01-11,福井市,A,12,12
4871,2019-01-11,福井市,B,13,13
4872,2019-01-11,福井市,C,5,5
4873,2019-01-11,福井市,D,0,0
4874,2019-01-11,福井市,E,58,58
4875,2019-01-11,福井市,F,8,8
4876,2019-01-11,福井市,G,11,11
4877,2019-01-11,福井市,H,29,29
4878,2019-01-11,福井市,I,1,1
4879,2019-01-11,福井市,J,37,37
4880,2019-01-11,甲府市,A,2,2
4881,2019-01-11,甲府市,B,2,2
4882,2019-01-11,甲府市,C,2,2
4883,2019-01-11,甲府市,D,0,0
4884,2019-01-11,甲府市,E,8,8
4885,2019-01-11,甲府市,F,3,3
4886,2019-01-11,甲府市,G,1,1
4887,2019-01-11,甲府市,H,3,3
4888,2019-01-11,甲府市,I,1,1
4889,2019-01-11,甲府市,J,5,5
4890,2019-01-11,長野市,A,2,2
4891,2019-01-11,長野市,B,5,5
4892,2019-01-11,長野市,C,0,0
4893,2019-01-11,長野市,D,1,1
4894,2019-01-11,長野市,E,11,11
4895,2019-01-11,長野市,F,2,2
4896,2019-01-11,長野市,G,3,3
4897,2019-01-11,長野市,H,7,7
4898,2019-01-11,長野市,I,0,0
4899,2019-01-11,長野市,J,8,8
4900,2019-01-11,岐阜市,A,34,34
4901,2019-01-11,岐阜市,B,34,34
4902,2019-01-11,岐阜市,C,11,11
4903,2019-01-11,岐阜市,D,2,2
4904,2019-01-11,岐阜市,E,147,147
4905,2019-01-11,岐阜市,F,20,20
4906,2019-01-11,岐阜市,G,28,28
4907,2019-01-11,岐阜市,H,74,74
4908,2019-01-11,岐阜市,I,5,5
4909,2019-01-11,岐阜市,J,100,100
4910,2019-01-11,静岡市,A,143,143
4911,2019-01-11,静岡市,B,141,141
4912,2019-01-11,静岡市,C,54,54
4913,2019-01-11,静岡市,D,8,8
4914,2019-01-11,静岡市,E,614,614
4915,2019-01-11,静岡市,F,93,93
4916,2019-01-11,静岡市,G,127,127
4917,2019-01-11,静岡市,H,311,311
4918,2019-01-11,静岡市,I,20,20
4919,2019-01-11,静岡市,J,417,417
4920,2019-01-11,名古屋市,A,6,6
4921,2019-01-11,名古屋市,B,6,6
4922,2019-01-11,名古屋市,C,1,1
4923,2019-01-11,名古屋市,D,0,0
4924,2019-01-11,名古屋市,E,23,23
4925,2019-01-11,名古屋市,F,2,2
4926,2019-01-11,名古屋市,G,6,6
4927,2019-01-11,名古屋市,H,10,10
4928,2019-01-11,名古屋市,I,0,0
4929,2019-01-11,名古屋市,J,16,16
4930,2019-01-11,津市,A,21,21
4931,2019-01-11,津市,B,21,21
4932,2019-01-11,津市,C,8,8
4933,2019-01-11,津市,D,0,0
4934,2019-01-11,津市,E,92,92
4935,2019-01-11,津市,F,12,12
4936,2019-01-11,津市,G,18,18
4937,2019-01-11,津市,H,47,47
4938,2019-01-11,津市,I,4,4
4939,2019-01-11,津市,J,63,63
4940,2019-01-11,大津市,A,51,51
4941,2019-01-11,大津市,B,52,52
4942,2019-01-11,大津市,C,20,20
4943,2019-01-11,大津市,D,3,3
4944,2019-01-11,大津市,E,225,225
4945,2019-01-11,大津市,F,35,35
4946,2019-01-11,大津市,G,45,45
4947,2019-01-11,大津市,H,116,116
4948,2019-01-11,大津市,I,8,8
4949,2019-01-11,大津市,J,152,152
4950,2019-01-11,京都市,A,59,59
4951,2019-01-11,京都市,B,57,57
4952,2019-01-11,京都市,C,21,21
4953,2019-01-11,京都市,D,2,2
4954,2019-01-11,京都市,E,256,256
4955,2019-01-11,京都市,F,38,38
4956,2019-01-11,京都市,G,52,52
4957,2019-01-11,京都市,H,131,131
4958,2019-01-11,京都市,I,7,7
4959,2019-01-11,京都市,J,175,175
4960,2019-01-11,大阪市,A,2,2
4961,2019-01-11,大阪市,B,1,1
4962,2019-01-11,大阪市,C,0,0
4963,2019-01-11,大阪市,D,0,0
4964,2019-01-11,大阪市,E,4,4
4965,2019-01-11,大阪市,F,0,0
4966,2019-01-11,大阪市,G,0,0
4967,2019-01-11,大阪市,H,2,2
4968,2019-01-11,大阪市,I,0,0
4969,2019-01-11,大阪市,J,3,3
4970,2019-01-11,神戸市,A,0,0
4971,2019-01-11,神戸市,B,2,2
4972,2019-01-11,神戸市,C,0,0
4973,2019-01-11,神戸市,D,1,1
4974,2019-01-11,神戸市,E,1,1
4975,2019-01-11,神戸市,F,0,0
